Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (1 t);Høyeste middelvind (1 t);Høyeste vindkast (1 t)
Bergen - Florida;SN50540;08.12.2023 16:00;0,5;1,4;2,4
Bergen - Florida;SN50540;08.12.2023 17:00;0,2;1,8;3,5
Bergen - Florida;SN50540;08.12.2023 18:00;0,4;2,1;2,8
Bergen - Florida;SN50540;08.12.2023 19:00;-0,2;2;3,2
Bergen - Florida;SN50540;08.12.2023 20:00;-0,2;2,2;3,5
Bergen - Florida;SN50540;08.12.2023 21:00;-0,1;1,9;2,6
Bergen - Florida;SN50540;08.12.2023 22:00;-0,1;1,8;2,5
Bergen - Florida;SN50540;08.12.2023 23:00;0;1,6;2,4
Bergen - Florida;SN50540;09.12.2023 00:00;0,2;4,9;8,4
Bergen - Florida;SN50540;09.12.2023 01:00;1,8;6,7;8,9
Bergen - Florida;SN50540;09.12.2023 02:00;1;3,5;5,5
Bergen - Florida;SN50540;09.12.2023 03:00;0,9;2,4;5,2
Bergen - Florida;SN50540;09.12.2023 04:00;0,8;5,8;9,9
Bergen - Florida;SN50540;09.12.2023 05:00;3,1;6,2;9,3
Bergen - Florida;SN50540;09.12.2023 06:00;3;4;7,3
Bergen - Florida;SN50540;09.12.2023 07:00;1,9;4,4;6,6
Bergen - Florida;SN50540;09.12.2023 08:00;1;3,4;5,1
Bergen - Florida;SN50540;09.12.2023 09:00;0,9;1,3;2,9
Bergen - Florida;SN50540;09.12.2023 10:00;0,6;1,2;2,2
Bergen - Florida;SN50540;09.12.2023 11:00;0,8;2,1;4,6
Bergen - Florida;SN50540;09.12.2023 12:00;2;4,6;9
Bergen - Florida;SN50540;09.12.2023 13:00;4,9;5;7,8
Bergen - Florida;SN50540;09.12.2023 14:00;3,3;5,1;7
Bergen - Florida;SN50540;09.12.2023 15:00;3,4;1,1;2,4
Bergen - Florida;SN50540;09.12.2023 16:00;3,6;5,3;8,9
Bergen - Florida;SN50540;09.12.2023 17:00;4,7;5,4;7,9
Bergen - Florida;SN50540;09.12.2023 18:00;4,6;6,5;9,4
Bergen - Florida;SN50540;09.12.2023 19:00;4,6;7,1;9,9
Bergen - Florida;SN50540;09.12.2023 20:00;5,2;5,1;8,6
Bergen - Florida;SN50540;09.12.2023 21:00;5,5;4,1;7,3
Bergen - Florida;SN50540;09.12.2023 22:00;5,5;4,2;8,2
Bergen - Florida;SN50540;09.12.2023 23:00;4,9;3,3;5,6
Bergen - Florida;SN50540;10.12.2023 00:00;5,1;5;8,9
Bergen - Florida;SN50540;10.12.2023 01:00;5,6;5,1;11,3
Bergen - Florida;SN50540;10.12.2023 02:00;5,6;7,2;11,9
Bergen - Florida;SN50540;10.12.2023 03:00;3,8;4,6;8,3
Bergen - Florida;SN50540;10.12.2023 04:00;3,2;2,1;2,9
Bergen - Florida;SN50540;10.12.2023 05:00;2,9;2,1;3
Bergen - Florida;SN50540;10.12.2023 06:00;2,5;2,2;2,9
Bergen - Florida;SN50540;10.12.2023 07:00;2,7;2;3,2
Bergen - Florida;SN50540;10.12.2023 08:00;2,7;2,2;3,6
Bergen - Florida;SN50540;10.12.2023 09:00;3,1;2,1;3,2
Bergen - Florida;SN50540;10.12.2023 10:00;3,2;1,9;3,8
Bergen - Florida;SN50540;10.12.2023 11:00;2,9;1,2;2,6
Bergen - Florida;SN50540;10.12.2023 12:00;2,9;1,5;2,7
Bergen - Florida;SN50540;10.12.2023 13:00;3,6;2,4;3,2
Bergen - Florida;SN50540;10.12.2023 14:00;3,9;2,1;3,3
Bergen - Florida;SN50540;10.12.2023 15:00;2,9;1,9;2,8
Bergen - Florida;SN50540;10.12.2023 16:00;2,6;1,9;3
Bergen - Florida;SN50540;10.12.2023 17:00;2,7;1,4;2
Bergen - Florida;SN50540;10.12.2023 18:00;2,3;1;2
Bergen - Florida;SN50540;10.12.2023 19:00;2;2,1;2,6
Bergen - Florida;SN50540;10.12.2023 20:00;2,2;2,1;5,7
Bergen - Florida;SN50540;10.12.2023 21:00;1,2;2,2;7,4
Bergen - Florida;SN50540;10.12.2023 22:00;1,2;3,8;7,9
Bergen - Florida;SN50540;10.12.2023 23:00;0,7;5,2;8,4
Bergen - Florida;SN50540;11.12.2023 00:00;1;7,7;11,6
Bergen - Florida;SN50540;11.12.2023 01:00;4;7,9;11,2
Bergen - Florida;SN50540;11.12.2023 02:00;3,9;7,6;10,8
Bergen - Florida;SN50540;11.12.2023 03:00;3,3;7,7;11,6
Bergen - Florida;SN50540;11.12.2023 04:00;2,6;5,6;8,6
Bergen - Florida;SN50540;11.12.2023 05:00;2,5;3,5;7,5
Bergen - Florida;SN50540;11.12.2023 06:00;0,3;2,3;4,6
Bergen - Florida;SN50540;11.12.2023 07:00;-1;1,8;3,3
Bergen - Florida;SN50540;11.12.2023 08:00;-1;1,6;2,6
Bergen - Florida;SN50540;11.12.2023 09:00;-1,2;1,5;2,2
Bergen - Florida;SN50540;11.12.2023 10:00;-1,7;1,7;2,6
Bergen - Florida;SN50540;11.12.2023 11:00;-1,7;2;2,5
Bergen - Florida;SN50540;11.12.2023 12:00;-0,6;1,7;2,2
Bergen - Florida;SN50540;11.12.2023 13:00;-0,3;1,2;1,4
Bergen - Florida;SN50540;11.12.2023 14:00;-0,9;1,4;1,7
Bergen - Florida;SN50540;11.12.2023 15:00;-0,8;1,9;2,6
Bergen - Florida;SN50540;11.12.2023 16:00;-1,4;1,9;2,5
Bergen - Florida;SN50540;11.12.2023 17:00;-1,7;1,9;2,5
Bergen - Florida;SN50540;11.12.2023 18:00;-1,9;1,3;1,6
Bergen - Florida;SN50540;11.12.2023 19:00;-2,3;0,9;1,4
Bergen - Florida;SN50540;11.12.2023 20:00;-2,4;1,5;1,9
Bergen - Florida;SN50540;11.12.2023 21:00;-2,6;1,1;1,2
Bergen - Florida;SN50540;11.12.2023 22:00;-3;0,7;1,1
Bergen - Florida;SN50540;11.12.2023 23:00;-2,9;0,9;1,2
Bergen - Florida;SN50540;12.12.2023 00:00;-3,2;1,1;1,4
Bergen - Florida;SN50540;12.12.2023 01:00;-3,3;1,2;1,5
Bergen - Florida;SN50540;12.12.2023 02:00;-3,4;1,5;1,7
Bergen - Florida;SN50540;12.12.2023 03:00;-3,5;1;1,2
Bergen - Florida;SN50540;12.12.2023 04:00;-3,3;0,7;0,9
Bergen - Florida;SN50540;12.12.2023 05:00;-2,4;1,2;1,5
Bergen - Florida;SN50540;12.12.2023 06:00;-1,9;1,1;0,9
Bergen - Florida;SN50540;12.12.2023 07:00;-1,1;1,1;1,8
Bergen - Florida;SN50540;12.12.2023 08:00;-0,6;3,8;4,8
Bergen - Florida;SN50540;12.12.2023 09:00;1,1;3,9;5
Bergen - Florida;SN50540;12.12.2023 10:00;2,5;3,8;4,7
Bergen - Florida;SN50540;12.12.2023 11:00;2,3;4,2;5,2
Bergen - Florida;SN50540;12.12.2023 12:00;2,7;3;3,8
Bergen - Florida;SN50540;12.12.2023 13:00;2,9;3,6;4,4
Bergen - Florida;SN50540;12.12.2023 14:00;3,2;3,3;4,2
Bergen - Florida;SN50540;12.12.2023 15:00;3,4;3,4;4
Bergen - Florida;SN50540;12.12.2023 16:00;3,1;1,9;2,5
Bergen - Florida;SN50540;12.12.2023 17:00;2,5;2;2,3
Bergen - Florida;SN50540;12.12.2023 18:00;2,2;2,1;2,3
Bergen - Florida;SN50540;12.12.2023 19:00;1,3;1,6;1,9
Bergen - Florida;SN50540;12.12.2023 20:00;1,1;1,6;1,9
Bergen - Florida;SN50540;12.12.2023 21:00;0,8;1,1;1,2
Bergen - Florida;SN50540;12.12.2023 22:00;0,3;1,2;1,7
Bergen - Florida;SN50540;12.12.2023 23:00;-0,3;1,1;1,6
Bergen - Florida;SN50540;13.12.2023 00:00;0;1,9;2,4
Bergen - Florida;SN50540;13.12.2023 01:00;0;2,3;2,8
Bergen - Florida;SN50540;13.12.2023 02:00;-0,1;1,4;1,9
Bergen - Florida;SN50540;13.12.2023 03:00;-0,2;1,8;2,5
Bergen - Florida;SN50540;13.12.2023 04:00;0,2;1,8;2,3
Bergen - Florida;SN50540;13.12.2023 05:00;0,5;1,9;2,5
Bergen - Florida;SN50540;13.12.2023 06:00;0,9;2;2,8
Bergen - Florida;SN50540;13.12.2023 07:00;1;1,6;2,1
Bergen - Florida;SN50540;13.12.2023 08:00;1,1;1,7;2
Bergen - Florida;SN50540;13.12.2023 09:00;1,2;2;2,7
Bergen - Florida;SN50540;13.12.2023 10:00;1,2;1,7;3,1
Bergen - Florida;SN50540;13.12.2023 11:00;1,1;2,4;3,2
Bergen - Florida;SN50540;13.12.2023 12:00;1,2;2,9;3,7
Bergen - Florida;SN50540;13.12.2023 13:00;1,5;3,8;4,8
Bergen - Florida;SN50540;13.12.2023 14:00;1,6;3,8;5,5
Bergen - Florida;SN50540;13.12.2023 15:00;1,6;4,1;5,4
Bergen - Florida;SN50540;13.12.2023 16:00;1,7;4;5,9
Bergen - Florida;SN50540;13.12.2023 17:00;1,5;4,5;6,6
Bergen - Florida;SN50540;13.12.2023 18:00;0,9;4,5;6,6
Bergen - Florida;SN50540;13.12.2023 19:00;0,7;4,9;7,3
Bergen - Florida;SN50540;13.12.2023 20:00;0,7;5,9;8,5
Bergen - Florida;SN50540;13.12.2023 21:00;0,8;6;8,1
Bergen - Florida;SN50540;13.12.2023 22:00;0,8;6,1;7,8
Bergen - Florida;SN50540;13.12.2023 23:00;0,6;5,8;8,4
Bergen - Florida;SN50540;14.12.2023 00:00;0,6;6;8,4
Bergen - Florida;SN50540;14.12.2023 01:00;0,7;5,6;7,8
Bergen - Florida;SN50540;14.12.2023 02:00;0,9;5,6;7,6
Bergen - Florida;SN50540;14.12.2023 03:00;1;4,8;7,1
Bergen - Florida;SN50540;14.12.2023 04:00;0,7;5,1;6,6
Bergen - Florida;SN50540;14.12.2023 05:00;0,3;5,1;8,4
Bergen - Florida;SN50540;14.12.2023 06:00;0,2;6,7;10,5
Bergen - Florida;SN50540;14.12.2023 07:00;-0,2;7,8;11
Bergen - Florida;SN50540;14.12.2023 08:00;-0,4;5,9;7,8
Bergen - Florida;SN50540;14.12.2023 09:00;0;6,2;8,9
Bergen - Florida;SN50540;14.12.2023 10:00;0,3;6,6;10,3
Bergen - Florida;SN50540;14.12.2023 11:00;0,8;6,8;10,4
Bergen - Florida;SN50540;14.12.2023 12:00;1,2;7,5;12,3
Bergen - Florida;SN50540;14.12.2023 13:00;0,3;8,1;11,2
Bergen - Florida;SN50540;14.12.2023 14:00;0,3;8,3;11,5
Bergen - Florida;SN50540;14.12.2023 15:00;0,6;9,8;13,8
Bergen - Florida;SN50540;14.12.2023 16:00;1,5;9,7;13
Bergen - Florida;SN50540;14.12.2023 17:00;1,7;8,9;11,8
Bergen - Florida;SN50540;14.12.2023 18:00;1,3;8,1;11,4
Bergen - Florida;SN50540;14.12.2023 19:00;1,5;7,4;10,1
Bergen - Florida;SN50540;14.12.2023 20:00;1,4;7;9,8
Bergen - Florida;SN50540;14.12.2023 21:00;1,5;6,8;9,3
Bergen - Florida;SN50540;14.12.2023 22:00;2;6;8
Bergen - Florida;SN50540;14.12.2023 23:00;2,9;5,1;6,6
Bergen - Florida;SN50540;15.12.2023 00:00;3,4;5,4;8,4
Bergen - Florida;SN50540;15.12.2023 01:00;3,9;4,1;5,5
Bergen - Florida;SN50540;15.12.2023 02:00;4,6;3,2;4,2
Bergen - Florida;SN50540;15.12.2023 03:00;5,5;3,3;4,7
Bergen - Florida;SN50540;15.12.2023 04:00;5,9;3,2;4,4
Bergen - Florida;SN50540;15.12.2023 05:00;6,2;2,7;5,2
Bergen - Florida;SN50540;15.12.2023 06:00;6,1;3,4;6,2
Bergen - Florida;SN50540;15.12.2023 07:00;6,2;3,8;6,6
Bergen - Florida;SN50540;15.12.2023 08:00;5,8;2,8;4,7
Bergen - Florida;SN50540;15.12.2023 09:00;6;3,9;5,3
Bergen - Florida;SN50540;15.12.2023 10:00;6,2;4,1;5,2
Bergen - Florida;SN50540;15.12.2023 11:00;6,3;5,3;10
Bergen - Florida;SN50540;15.12.2023 12:00;7,5;5,9;11,9
Bergen - Florida;SN50540;15.12.2023 13:00;7,9;6,4;12,1
Bergen - Florida;SN50540;15.12.2023 14:00;8,2;5,7;11,5
Bergen - Florida;SN50540;15.12.2023 15:00;7,9;4,9;9,1
Bergen - Florida;SN50540;15.12.2023 16:00;7,9;3,5;5,6
Bergen - Florida;SN50540;15.12.2023 17:00;7,8;2,1;4,8
Bergen - Florida;SN50540;15.12.2023 18:00;7,7;3,1;4,8
Bergen - Florida;SN50540;15.12.2023 19:00;7,6;4,5;5,9
Bergen - Florida;SN50540;15.12.2023 20:00;7,3;5,7;8,8
Bergen - Florida;SN50540;15.12.2023 21:00;7,3;6,1;9
Bergen - Florida;SN50540;15.12.2023 22:00;7,2;6,2;9,8
Bergen - Florida;SN50540;15.12.2023 23:00;6,9;6,8;9
Bergen - Florida;SN50540;16.12.2023 00:00;6,9;8;11
Bergen - Florida;SN50540;16.12.2023 01:00;7,3;9,1;12,9
Bergen - Florida;SN50540;16.12.2023 02:00;7,6;6,3;9,5
Bergen - Florida;SN50540;16.12.2023 03:00;8,3;5,2;7,4
Bergen - Florida;SN50540;16.12.2023 04:00;8,4;4,4;7
Bergen - Florida;SN50540;16.12.2023 05:00;8,6;5,5;7,6
Bergen - Florida;SN50540;16.12.2023 06:00;8,5;5,7;8,7
Bergen - Florida;SN50540;16.12.2023 07:00;8,6;7;10,5
Bergen - Florida;SN50540;16.12.2023 08:00;8,6;7,2;11,6
Bergen - Florida;SN50540;16.12.2023 09:00;8,6;5,9;9,4
Bergen - Florida;SN50540;16.12.2023 10:00;8,5;5,8;9
Bergen - Florida;SN50540;16.12.2023 11:00;8,6;6,1;10,4
Bergen - Florida;SN50540;16.12.2023 12:00;8,6;6,3;9,8
Bergen - Florida;SN50540;16.12.2023 13:00;8,7;4,6;8,7
Bergen - Florida;SN50540;16.12.2023 14:00;9;3,5;8,8
Bergen - Florida;SN50540;16.12.2023 15:00;9,5;4,4;10,6
Bergen - Florida;SN50540;16.12.2023 16:00;9,9;9,5;17,2
Bergen - Florida;SN50540;16.12.2023 17:00;9,5;9,3;18,2
Bergen - Florida;SN50540;16.12.2023 18:00;8,3;8;13,4
Bergen - Florida;SN50540;16.12.2023 19:00;6,5;7,4;10,4
Bergen - Florida;SN50540;16.12.2023 20:00;5,3;1,6;2,6
Bergen - Florida;SN50540;16.12.2023 21:00;5,4;2,5;3,2
Bergen - Florida;SN50540;16.12.2023 22:00;5,1;3;3,9
Bergen - Florida;SN50540;16.12.2023 23:00;4,9;3,4;4,2
Bergen - Florida;SN50540;17.12.2023 00:00;4,4;2,6;3,6
Bergen - Florida;SN50540;17.12.2023 01:00;4,5;4,8;5,4
Bergen - Florida;SN50540;17.12.2023 02:00;4,7;4,9;5,5
Bergen - Florida;SN50540;17.12.2023 03:00;5;5,3;7
Bergen - Florida;SN50540;17.12.2023 04:00;5,9;5,1;6,4
Bergen - Florida;SN50540;17.12.2023 05:00;5,9;5,6;7,5
Bergen - Florida;SN50540;17.12.2023 06:00;6,3;7,4;10,1
Bergen - Florida;SN50540;17.12.2023 07:00;6,8;7,5;9,6
Bergen - Florida;SN50540;17.12.2023 08:00;7,4;4,6;7,2
Bergen - Florida;SN50540;17.12.2023 09:00;9,1;4,1;11
Bergen - Florida;SN50540;17.12.2023 10:00;9,3;6,5;12,6
Bergen - Florida;SN50540;17.12.2023 11:00;9,2;2,7;6,4
Bergen - Florida;SN50540;17.12.2023 12:00;9;3,4;6,3
Bergen - Florida;SN50540;17.12.2023 13:00;9;3,7;6,8
Bergen - Florida;SN50540;17.12.2023 14:00;9,1;2,9;6,2
Bergen - Florida;SN50540;17.12.2023 15:00;9,1;3,2;7,2
Bergen - Florida;SN50540;17.12.2023 16:00;9,3;4,3;9,3
Bergen - Florida;SN50540;17.12.2023 17:00;9,2;3,6;5,7
Bergen - Florida;SN50540;17.12.2023 18:00;9;4,4;6,2
Bergen - Florida;SN50540;17.12.2023 19:00;8,9;4,1;6
Bergen - Florida;SN50540;17.12.2023 20:00;8,9;4,1;6
Bergen - Florida;SN50540;17.12.2023 21:00;8,9;3,7;5,4
Bergen - Florida;SN50540;17.12.2023 22:00;8,9;3,5;5
Bergen - Florida;SN50540;17.12.2023 23:00;8,9;3,2;4,2
Bergen - Florida;SN50540;18.12.2023 00:00;8,7;2,8;4,1
Bergen - Florida;SN50540;18.12.2023 01:00;8,6;2,9;5,4
Bergen - Florida;SN50540;18.12.2023 02:00;8,1;3,6;5,7
Bergen - Florida;SN50540;18.12.2023 03:00;7,8;3,8;6,1
Bergen - Florida;SN50540;18.12.2023 04:00;7,3;3,8;5,3
Bergen - Florida;SN50540;18.12.2023 05:00;6,9;1,7;2,8
Bergen - Florida;SN50540;18.12.2023 06:00;6,6;2;2,7
Bergen - Florida;SN50540;18.12.2023 07:00;6,6;3,1;4,8
Bergen - Florida;SN50540;18.12.2023 08:00;6,4;3,9;6,8
Bergen - Florida;SN50540;18.12.2023 09:00;6,4;4,7;6,8
Bergen - Florida;SN50540;18.12.2023 10:00;6,6;5,7;7,5
Bergen - Florida;SN50540;18.12.2023 11:00;6,5;5;7,1
Bergen - Florida;SN50540;18.12.2023 12:00;6,5;5,5;7,8
Bergen - Florida;SN50540;18.12.2023 13:00;6,6;6,4;9,8
Bergen - Florida;SN50540;18.12.2023 14:00;6,8;6,5;10
Bergen - Florida;SN50540;18.12.2023 15:00;6,7;5,1;7,2
Bergen - Florida;SN50540;18.12.2023 16:00;6,5;6,1;8,8
Bergen - Florida;SN50540;18.12.2023 17:00;6,5;6,9;9,6
Bergen - Florida;SN50540;18.12.2023 18:00;6,6;7;9
Bergen - Florida;SN50540;18.12.2023 19:00;7;6,3;9,8
Bergen - Florida;SN50540;18.12.2023 20:00;7,4;6,6;10,6
Bergen - Florida;SN50540;18.12.2023 21:00;7,5;4,7;9,9
Bergen - Florida;SN50540;18.12.2023 22:00;7,3;7,6;13,8
Bergen - Florida;SN50540;18.12.2023 23:00;6,9;8,1;15,9
Bergen - Florida;SN50540;19.12.2023 00:00;6,5;6,6;13,4
Bergen - Florida;SN50540;19.12.2023 01:00;6,4;6,5;12
Bergen - Florida;SN50540;19.12.2023 02:00;6,4;6,6;12,6
Bergen - Florida;SN50540;19.12.2023 03:00;5,7;6,4;12,3
Bergen - Florida;SN50540;19.12.2023 04:00;5,9;7,6;12,8
Bergen - Florida;SN50540;19.12.2023 05:00;5,1;9,4;16,3
Bergen - Florida;SN50540;19.12.2023 06:00;5,3;6,1;12,4
Bergen - Florida;SN50540;19.12.2023 07:00;4,9;3,3;7,2
Bergen - Florida;SN50540;19.12.2023 08:00;4,6;6,9;10,4
Bergen - Florida;SN50540;19.12.2023 09:00;4,6;6,2;10
Bergen - Florida;SN50540;19.12.2023 10:00;3,6;6,4;10,8
Bergen - Florida;SN50540;19.12.2023 11:00;3,5;3,2;3,9
Bergen - Florida;SN50540;19.12.2023 12:00;3,6;2,6;4,2
Bergen - Florida;SN50540;19.12.2023 13:00;4,2;1,8;4
Bergen - Florida;SN50540;19.12.2023 14:00;4,1;2,2;2,9
Bergen - Florida;SN50540;19.12.2023 15:00;3,7;2,7;3,5
Bergen - Florida;SN50540;19.12.2023 16:00;3,9;4,6;5,6
Bergen - Florida;SN50540;19.12.2023 17:00;3,4;4,2;5,6
Bergen - Florida;SN50540;19.12.2023 18:00;3,2;4,4;6,3
Bergen - Florida;SN50540;19.12.2023 19:00;3;6;8,7
Bergen - Florida;SN50540;19.12.2023 20:00;2,8;6,9;9,5
Bergen - Florida;SN50540;19.12.2023 21:00;2,8;6,6;8,5
Bergen - Florida;SN50540;19.12.2023 22:00;2,7;6,6;9,9
Bergen - Florida;SN50540;19.12.2023 23:00;2,9;4,3;5,9
Bergen - Florida;SN50540;20.12.2023 00:00;3,5;5,5;10,4
Bergen - Florida;SN50540;20.12.2023 01:00;3,5;4,5;7,8
Bergen - Florida;SN50540;20.12.2023 02:00;3,4;6,3;10,7
Bergen - Florida;SN50540;20.12.2023 03:00;3,5;6,1;9,9
Bergen - Florida;SN50540;20.12.2023 04:00;3,1;7,9;12,5
Bergen - Florida;SN50540;20.12.2023 05:00;2,3;4,3;8,9
Bergen - Florida;SN50540;20.12.2023 06:00;2,2;1,7;2,3
Bergen - Florida;SN50540;20.12.2023 07:00;2,3;5,6;8,6
Bergen - Florida;SN50540;20.12.2023 08:00;2,2;7;12,6
Bergen - Florida;SN50540;20.12.2023 09:00;2,5;6,5;9,5
Bergen - Florida;SN50540;20.12.2023 10:00;2;3,5;4,8
Bergen - Florida;SN50540;20.12.2023 11:00;1,8;4;6
Bergen - Florida;SN50540;20.12.2023 12:00;1,7;2,8;3,9
Bergen - Florida;SN50540;20.12.2023 13:00;1,8;3,5;5,2
Bergen - Florida;SN50540;20.12.2023 14:00;0,9;3;4
Bergen - Florida;SN50540;20.12.2023 15:00;0,7;2,2;3,2
Bergen - Florida;SN50540;20.12.2023 16:00;1,1;2,3;3
Bergen - Florida;SN50540;20.12.2023 17:00;0,9;2,5;3
Bergen - Florida;SN50540;20.12.2023 18:00;0,9;3;4,1
Bergen - Florida;SN50540;20.12.2023 19:00;0,5;3,2;4
Bergen - Florida;SN50540;20.12.2023 20:00;0,7;3,6;4,7
Bergen - Florida;SN50540;20.12.2023 21:00;1;3,3;4,4
Bergen - Florida;SN50540;20.12.2023 22:00;1,2;4,7;6
Bergen - Florida;SN50540;20.12.2023 23:00;1,3;4,7;5,7
Bergen - Florida;SN50540;21.12.2023 00:00;1,2;5;6,9
Bergen - Florida;SN50540;21.12.2023 01:00;1,5;5,5;7,4
Bergen - Florida;SN50540;21.12.2023 02:00;1,4;6,1;9
Bergen - Florida;SN50540;21.12.2023 03:00;1,3;7,3;10,7
Bergen - Florida;SN50540;21.12.2023 04:00;1,3;9,2;13,2
Bergen - Florida;SN50540;21.12.2023 05:00;1,3;11,5;14,9
Bergen - Florida;SN50540;21.12.2023 06:00;1,8;9,5;12,1
Bergen - Florida;SN50540;21.12.2023 07:00;2,4;8,8;11,4
Bergen - Florida;SN50540;21.12.2023 08:00;2,7;5;6,7
Bergen - Florida;SN50540;21.12.2023 09:00;2,9;5,2;7,2
Bergen - Florida;SN50540;21.12.2023 10:00;3,3;5,8;15,1
Bergen - Florida;SN50540;21.12.2023 11:00;4;8;11,7
Bergen - Florida;SN50540;21.12.2023 12:00;3,5;2,9;3,8
Bergen - Florida;SN50540;21.12.2023 13:00;3,2;3,1;4,1
Bergen - Florida;SN50540;21.12.2023 14:00;3,5;2,7;5,7
Bergen - Florida;SN50540;21.12.2023 15:00;3,2;10;15,5
Bergen - Florida;SN50540;21.12.2023 16:00;3,3;12,6;21,2
Bergen - Florida;SN50540;21.12.2023 17:00;2,5;17,4;26,6
Bergen - Florida;SN50540;21.12.2023 18:00;3,1;15,6;25,9
Bergen - Florida;SN50540;21.12.2023 19:00;3,1;13,1;21,4
Bergen - Florida;SN50540;21.12.2023 20:00;2,7;11,9;20,2
Bergen - Florida;SN50540;21.12.2023 21:00;1;13,3;22,8
Bergen - Florida;SN50540;21.12.2023 22:00;0,9;7,9;11,9
Bergen - Florida;SN50540;21.12.2023 23:00;0,7;6,8;10
Bergen - Florida;SN50540;22.12.2023 00:00;1,2;13,5;22,3
Bergen - Florida;SN50540;22.12.2023 01:00;0,8;15,3;24,4
Bergen - Florida;SN50540;22.12.2023 02:00;0,9;14;21,5
Bergen - Florida;SN50540;22.12.2023 03:00;1,9;14,7;21,1
Bergen - Florida;SN50540;22.12.2023 04:00;2;12,3;19,1
Bergen - Florida;SN50540;22.12.2023 05:00;1,7;11,4;16,8
Bergen - Florida;SN50540;22.12.2023 06:00;0,5;12,3;21,7
Bergen - Florida;SN50540;22.12.2023 07:00;0,5;9,2;13,4
Bergen - Florida;SN50540;22.12.2023 08:00;0,5;8,4;14
Bergen - Florida;SN50540;22.12.2023 09:00;-0,3;5,2;8,3
Bergen - Florida;SN50540;22.12.2023 10:00;-0,7;4;7,3
Bergen - Florida;SN50540;22.12.2023 11:00;-0,6;5,5;7,7
Bergen - Florida;SN50540;22.12.2023 12:00;-1,1;3,9;6
Bergen - Florida;SN50540;22.12.2023 13:00;-1,5;2,2;3,7
Bergen - Florida;SN50540;22.12.2023 14:00;-1,6;1,8;2,5
Bergen - Florida;SN50540;22.12.2023 15:00;-1,9;3,4;5,7
Bergen - Florida;SN50540;22.12.2023 16:00;-1,9;3,7;5,1
Bergen - Florida;SN50540;22.12.2023 17:00;-1,8;4;5,5
Bergen - Florida;SN50540;22.12.2023 18:00;-1,9;3,8;5
Bergen - Florida;SN50540;22.12.2023 19:00;-1,9;4,1;5,6
Bergen - Florida;SN50540;22.12.2023 20:00;-1,4;3,9;4,5
Bergen - Florida;SN50540;22.12.2023 21:00;-1,5;2,7;3,5
Bergen - Florida;SN50540;22.12.2023 22:00;-1,8;1,6;2,1
Bergen - Florida;SN50540;22.12.2023 23:00;-2;2,9;3,6
Bergen - Florida;SN50540;23.12.2023 00:00;-2,3;3,4;4,3
Bergen - Florida;SN50540;23.12.2023 01:00;-1,7;4,8;6,4
Bergen - Florida;SN50540;23.12.2023 02:00;-1,4;4,8;6,9
Bergen - Florida;SN50540;23.12.2023 03:00;-1;4,7;6,6
Bergen - Florida;SN50540;23.12.2023 04:00;-0,7;4,4;5,5
Bergen - Florida;SN50540;23.12.2023 05:00;-1,7;1,2;1,4
Bergen - Florida;SN50540;23.12.2023 06:00;-2,6;2;2,5
Bergen - Florida;SN50540;23.12.2023 07:00;-3,3;1,9;2,2
Bergen - Florida;SN50540;23.12.2023 08:00;-3,3;1,8;2,1
Bergen - Florida;SN50540;23.12.2023 09:00;-3,4;1,5;1,9
Bergen - Florida;SN50540;23.12.2023 10:00;-4,5;1,6;1,9
Bergen - Florida;SN50540;23.12.2023 11:00;-4,8;1,4;1,4
Bergen - Florida;SN50540;23.12.2023 12:00;-4,4;1;1,2
Bergen - Florida;SN50540;23.12.2023 13:00;-4,2;1,6;2,5
Bergen - Florida;SN50540;23.12.2023 14:00;-4,5;1,2;1,4
Bergen - Florida;SN50540;23.12.2023 15:00;-4,6;1,1;1,2
Bergen - Florida;SN50540;23.12.2023 16:00;-5,1;1,3;1,6
Bergen - Florida;SN50540;23.12.2023 17:00;-5,6;1,4;1,7
Bergen - Florida;SN50540;23.12.2023 18:00;-5,8;0,9;1,1
Bergen - Florida;SN50540;23.12.2023 19:00;-5,9;1,4;1,8
Bergen - Florida;SN50540;23.12.2023 20:00;-5,6;1,6;1,9
Bergen - Florida;SN50540;23.12.2023 21:00;-5,7;1,8;2,1
Bergen - Florida;SN50540;23.12.2023 22:00;-5,5;1,6;2,2
Bergen - Florida;SN50540;23.12.2023 23:00;-5,3;1,1;1,4
Bergen - Florida;SN50540;24.12.2023 00:00;-4,9;1,5;1,9
Bergen - Florida;SN50540;24.12.2023 01:00;-4,7;0,9;1
Bergen - Florida;SN50540;24.12.2023 02:00;-4,5;0,7;1
Bergen - Florida;SN50540;24.12.2023 03:00;-4,3;1,2;1,5
Bergen - Florida;SN50540;24.12.2023 04:00;-4;1,4;2,2
Bergen - Florida;SN50540;24.12.2023 05:00;-3,5;2,2;3
Bergen - Florida;SN50540;24.12.2023 06:00;-3,4;2,4;3,9
Bergen - Florida;SN50540;24.12.2023 07:00;-2,7;3,7;5,8
Bergen - Florida;SN50540;24.12.2023 08:00;-0,5;4,9;8,1
Bergen - Florida;SN50540;24.12.2023 09:00;0,6;5,8;9,1
Bergen - Florida;SN50540;24.12.2023 10:00;1;10,1;15,1
Bergen - Florida;SN50540;24.12.2023 11:00;1,7;8,8;12,3
